,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
1781,2020-09-13,2020.0,9.0,13.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,55.011107,12.506196,25.0,deciduous woodland,2862700314-137481.jpg,1312,474,17
1782,2020-09-11,2020.0,9.0,11.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,57.451703,9.999675,15.0,park,2860313447-360645.jpg,1588,563,17
1783,2020-12-06,2020.0,12.0,6.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,54.849383,12.149406,163.0,deciduous woodland,2989734384-148005.jpg,1590,563,17
1784,2017-07-23,2017.0,7.0,23.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,56.12364399999999,9.627079,75.0,mixed woodland (coniferous and deciduous trees),2238496415-170430.jpg,127,54,17
1785,2018-09-05,2018.0,9.0,5.0,DK,65785.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,legaliae,Rubroboletus legaliae,soil,55.498975,9.487536,15.0,deciduous woodland,2238557218-32931.jpg,1311,474,17
1786,2019-10-06,2019.0,10.0,6.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.777641,12.444808,10.0,deciduous woodland,2424124430-194339.jpg,1441,509,17
1787,2015-08-21,2015.0,8.0,21.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.811686,9.892073,100.0,mixed woodland (coniferous and deciduous trees),2238475787-316772.jpg,1551,544,17
1788,2020-10-25,2020.0,10.0,25.0,DK,67744.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,xanthopus,Neoboletus xanthopus,soil,57.120647,10.286402,15.0,mixed woodland (coniferous and deciduous trees),2901949365-218554.jpg,1024,348,17
1789,2010-07-02,2010.0,7.0,2.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.23499,11.81824,50.0,deciduous woodland,2238591439-113811.jpg,107,39,17
1790,2018-09-08,2018.0,9.0,8.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,55.249166,14.74014,5.0,roadside,2238557701-255403.jpg,821,274,17
1791,2019-09-24,2019.0,9.0,24.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.332904000000006,10.178661,75.0,deciduous woodland,2421822154-119288.jpg,105,39,17
1792,2014-07-16,2014.0,7.0,16.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,54.80823,12.12691,50.0,deciduous woodland,2238375344-88073.jpg,1312,474,17
1793,2018-09-11,2018.0,9.0,11.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.513908,9.704447,75.0,deciduous woodland,2238558431-255573.jpg,1023,348,17
1794,2020-09-17,2020.0,9.0,17.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,55.598964,9.803883,15.0,deciduous woodland,2862697402-361263.jpg,1312,474,17
1795,2018-09-06,2018.0,9.0,6.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.563156000000006,11.8887,75.0,deciduous woodland,2238556377-330527.jpg,1588,563,17
1796,2012-09-09,2012.0,9.0,9.0,DK,63619.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,melaneum,Leccinum melaneum,soil,56.28403,9.65055,50.0,mixed woodland (coniferous and deciduous trees),2238162259-82671.jpg,822,274,17
1797,2020-10-09,2020.0,10.0,9.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.689925,9.614869,15.0,deciduous woodland,2874299467-363801.jpg,1441,509,17
1798,2018-10-04,2018.0,10.0,4.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.77129,12.450983,5.0,deciduous woodland,2238568433-35137.jpg,819,274,17
1799,2020-09-11,2020.0,9.0,11.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.101184,10.498797,10.0,grassland,2862692315-211418.jpg,1023,348,17
1800,2020-09-14,2020.0,9.0,14.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.876322,12.350465,25.0,wetland,2862686332-360751.jpg,711,248,17
1801,2014-07-27,2014.0,7.0,27.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,54.68676,11.52775,50.0,deciduous woodland,2238375521-236309.jpg,128,54,17
1802,2018-08-24,2018.0,8.0,24.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.80595400000001,9.877911,75.0,mixed woodland (coniferous and deciduous trees),2238551519-106142.jpg,1587,563,17
1803,2018-09-08,2018.0,9.0,8.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.860309,12.359044,50.0,coniferous woodland,2238556709-107106.jpg,163,76,17
1804,2019-08-06,2019.0,8.0,6.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,56.965,10.246944,15.0,deciduous woodland,2331571311-264336.jpg,818,274,17
1805,2019-10-07,2019.0,10.0,7.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.371661,12.138555,25.0,deciduous woodland,2425492521-268625.jpg,127,54,17
1806,2018-09-18,2018.0,9.0,18.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.840058,12.027625,15.0,mixed woodland (coniferous and deciduous trees),2238560690-182203.jpg,711,248,17
1807,2010-09-17,2010.0,9.0,17.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,leaves,55.28295,11.85129,50.0,deciduous woodland,2237922598-3247.jpg,1590,563,17
1808,2010-08-11,2010.0,8.0,11.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.80807,12.43496,25.0,deciduous woodland,2237893471-225145.jpg,1587,563,17
1809,2019-08-23,2019.0,8.0,23.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.780483,12.590857000000002,25.0,park,2351007633-42486.jpg,819,274,17
1810,2019-08-09,2019.0,8.0,9.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,leaves,54.975438,12.546888,15.0,deciduous woodland,2332528481-264675.jpg,1312,474,17
1811,2017-07-04,2017.0,7.0,4.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.862164,9.839617,15.0,park,2238496309-96213.jpg,618,225,17
1812,2010-08-26,2010.0,8.0,26.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.11938000000001,11.80511,10.0,deciduous woodland,2237915838-2958.jpg,107,39,17
1813,2019-09-18,2019.0,9.0,18.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.682678,8.597907000000001,10.0,grassland,2417207270-192823.jpg,163,76,17
1814,2020-09-24,2020.0,9.0,24.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,"stems of herbs, grass",55.714366000000005,8.603893,48.0,lawn,2864909392-362133.jpg,824,274,17
1815,2020-09-09,2020.0,9.0,9.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,56.192284,10.201562,75.0,park,2860296351-285135.jpg,128,54,17
1816,2019-07-07,2019.0,7.0,7.0,DK,69740.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,pseudoscabrum,Leccinellum pseudoscabrum,soil,55.174554,14.894732,75.0,deciduous woodland,2285836165-189508.jpg,817,273,17
1817,2018-08-27,2018.0,8.0,27.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,55.237368,9.374252,10.0,garden,2238551299-106088.jpg,821,274,17
1818,2017-07-13,2017.0,7.0,13.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.005322,12.287348,10.0,coniferous woodland,2238495007-319523.jpg,1551,544,17
1819,2020-06-27,2020.0,6.0,27.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,54.843862,12.14267,1.0,deciduous woodland,2651224316-281649.jpg,1453,513,17
1820,2020-09-15,2020.0,9.0,15.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,mosses,57.353765,10.117278,10.0,coniferous woodland,2862692344-137128.jpg,105,39,17
1821,2019-10-15,2019.0,10.0,15.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.51349499999999,9.684877,50.0,mixed woodland (coniferous and deciduous trees),2427871906-269368.jpg,711,248,17
1822,2019-06-20,2019.0,6.0,20.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.770068,12.453249,25.0,park,2269197400-188886.jpg,1589,563,17
1823,2020-07-22,2020.0,7.0,22.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.849144,12.066208,15.0,lawn,2818066327-357771.jpg,128,54,17
1824,2013-09-01,2013.0,9.0,1.0,DK,63618.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,cyaneobasileucum,Leccinum cyaneobasileucum,soil,55.90684,12.34331,50.0,mixed woodland (coniferous and deciduous trees),2238220127-308665.jpg,820,274,17
1825,2016-09-16,2016.0,9.0,16.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,55.286888,11.836668,50.0,wetland,2238472782-316455.jpg,826,274,17
1826,2011-06-27,2011.0,6.0,27.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.78547,12.40699,10.0,deciduous woodland,2237959619-79003.jpg,1592,39,17
1827,2017-10-01,2017.0,10.0,1.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.002029,9.507131,50.0,mixed woodland (coniferous and deciduous trees),2238521703-26363.jpg,1592,39,17
1828,2010-10-20,2010.0,10.0,20.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,54.6647,11.70623,75.0,deciduous woodland,2237940544-78144.jpg,1590,563,17
1829,2013-08-27,2013.0,8.0,27.0,DK,65785.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,legaliae,Rubroboletus legaliae,soil,55.78262,12.58994,25.0,park,2238220206-233431.jpg,1311,474,17
1830,2013-08-30,2013.0,8.0,30.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.99866,12.29448,100.0,mixed woodland (coniferous and deciduous trees),2238220058-10958.jpg,1592,39,17
1831,2018-09-06,2018.0,9.0,6.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,dead wood,55.77075,12.454414,10.0,park,2238555799-106905.jpg,1588,563,17
1832,2019-08-19,2019.0,8.0,19.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,55.97547900000001,12.280063,25.0,deciduous woodland,2351007628-42485.jpg,1551,544,17
1833,2019-08-16,2019.0,8.0,16.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.819211,12.503961,25.0,deciduous woodland,2332528151-264595.jpg,127,54,17
1834,2018-09-10,2018.0,9.0,10.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,dead wood,55.966557,12.387046,10.0,deciduous woodland,2238557471-255353.jpg,1023,348,17
1835,2019-07-24,2019.0,7.0,24.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.03500699999999,10.714854,5.0,deciduous woodland,2294395001-263872.jpg,120,49,17
1836,2009-09-10,2009.0,9.0,10.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,leaves,55.0021,9.357007,100.0,deciduous woodland,2238301796-233954.jpg,819,274,17
1837,2020-09-30,2020.0,9.0,30.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.10505,9.77247,1.0,deciduous woodland,2868485398-65591.jpg,824,274,17
1838,2009-08-23,2009.0,8.0,23.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.77165,12.44487,25.0,roadside,2238339754-86418.jpg,128,54,17
1839,2020-09-10,2020.0,9.0,10.0,DK,16118.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,vulpinum,Leccinum vulpinum,soil,56.066344,9.226739,15.0,coniferous woodland,2860311382-360568.jpg,828,274,17
1840,2019-08-16,2019.0,8.0,16.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.265902,10.631847,75.0,deciduous woodland,2351006182-339919.jpg,1592,39,17
1841,2020-09-29,2020.0,9.0,29.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.970466,10.120277,25.0,deciduous woodland,2868488349-139608.jpg,127,54,17
1842,2012-09-07,2012.0,9.0,7.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.01431,12.32735,100.0,mixed woodland (coniferous and deciduous trees),2238161371-230705.jpg,711,248,17
1843,2019-11-27,2019.0,11.0,27.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,leaves,56.674383,10.034777,65.0,mixed woodland (coniferous and deciduous trees),2460548000-200321.jpg,1590,563,17
1844,2020-08-10,2020.0,8.0,10.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,57.148114,9.049181,50.0,thorny scrubland,2831342309-134997.jpg,818,274,17
1845,2018-10-06,2018.0,10.0,6.0,DK,63619.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,melaneum,Leccinum melaneum,soil,56.056103,12.556416,25.0,deciduous woodland,2238570626-257894.jpg,822,274,17
1846,2018-10-07,2018.0,10.0,7.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,55.686682,9.596352,75.0,deciduous woodland,2238570105-183827.jpg,1211,427,17
1847,2017-08-13,2017.0,8.0,13.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,57.581590000000006,10.000701,75.0,mixed woodland (coniferous and deciduous trees),2238501961-245346.jpg,711,248,17
1848,2014-08-18,2014.0,8.0,18.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.769740000000006,12.40496,50.0,coniferous woodland,2238377032-311615.jpg,1023,348,17
1849,2020-09-10,2020.0,9.0,10.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,56.921653000000006,9.40937,50.0,acidic oak woodland,2860295389-136088.jpg,818,274,17
1850,2020-10-22,2020.0,10.0,22.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.167342000000005,12.096163,12.0,coniferous woodland,2898631380-217083.jpg,711,248,17
1851,2020-07-12,2020.0,7.0,12.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,54.723121,10.695609,25.0,deciduous woodland,2816359305-207993.jpg,1593,39,17
1852,2020-07-18,2020.0,7.0,18.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,55.108082,9.325933,75.0,mixed woodland (coniferous and deciduous trees),2818070301-282812.jpg,1551,544,17
1853,2018-09-19,2018.0,9.0,19.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,54.991603000000005,15.074439000000002,15.0,coniferous woodland,2238561961-256303.jpg,711,248,17
1854,2020-08-13,2020.0,8.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.040664,10.547843,50.0,mixed woodland (coniferous and deciduous trees),2831352318-60901.jpg,1023,348,17
1855,2020-09-07,2020.0,9.0,7.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,56.159197,10.182106,12.0,park,2860304312-360320.jpg,1453,513,17
1856,2020-09-12,2020.0,9.0,12.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,"stems of herbs, grass",56.075477,12.406948,32.0,other habitat,2862687310-211196.jpg,1587,563,17
1857,2011-08-01,2011.0,8.0,1.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.96255,12.33026,150.0,deciduous woodland,2237964704-79295.jpg,1592,39,17
1858,2017-08-18,2017.0,8.0,18.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,56.06758000000001,12.259644,75.0,deciduous woodland,2238502133-23232.jpg,1238,437,17
1859,2017-09-24,2017.0,9.0,24.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.827086,12.0836,15.0,lawn,2238511603-24791.jpg,824,274,17
1860,2019-08-18,2019.0,8.0,18.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,soil,55.942399,12.305211,25.0,park,2332528587-339817.jpg,369,122,17
1861,2013-08-26,2013.0,8.0,26.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.7653,12.41032,50.0,deciduous woodland,2238218275-159211.jpg,105,39,17
1862,2016-09-08,2016.0,9.0,8.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,54.710330000000006,11.715802,10.0,mixed woodland (coniferous and deciduous trees),2238472301-241054.jpg,619,225,17
1863,2020-07-20,2020.0,7.0,20.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,leaves,55.101061,10.555723,100.0,coniferous woodland,2818072324-134087.jpg,1589,563,17
1864,2018-09-05,2018.0,9.0,5.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,leaves,56.064572,10.220772,15.0,mixed woodland (coniferous and deciduous trees),2238554518-32417.jpg,105,39,17
1865,2020-07-24,2020.0,7.0,24.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.229061,12.219142,15.0,deciduous woodland,2818071342-357878.jpg,120,49,17
1866,2018-09-01,2018.0,9.0,1.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,54.966578000000005,12.535229,75.0,deciduous woodland,2238554334-106688.jpg,1023,348,17
1867,2019-10-02,2019.0,10.0,2.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.476665,8.444717,25.0,park,2430665291-270558.jpg,105,39,17
1868,2018-09-12,2018.0,9.0,12.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,56.266284,10.208857,75.0,deciduous woodland,2238559909-107887.jpg,618,225,17
1869,2020-09-01,2020.0,9.0,1.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.96076,12.339115,20.0,deciduous woodland,2856922314-135827.jpg,1587,563,17
1870,2019-08-25,2019.0,8.0,25.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.016951,10.646207,50.0,deciduous woodland,2382324320-191233.jpg,163,76,17
1871,2017-08-17,2017.0,8.0,17.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.636265,9.847913,25.0,coniferous woodland,2238502278-23263.jpg,1590,563,17
1872,2011-08-25,2011.0,8.0,25.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.48346,9.79154,10.0,wooded meadow,2237973927-302841.jpg,824,274,17
1873,2018-09-12,2018.0,9.0,12.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,54.744433,11.579186,15.0,deciduous woodland,2238558961-255695.jpg,1453,513,17
1874,2011-08-22,2011.0,8.0,22.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.92055,11.70658,50.0,mixed woodland (coniferous and deciduous trees),2237971226-227573.jpg,1588,563,17
1875,2020-10-05,2020.0,10.0,5.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.098399,10.235228,25.0,deciduous woodland,2874301337-363881.jpg,819,274,17
1876,2018-09-10,2018.0,9.0,10.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.124747,8.418435,5.0,mixed woodland (coniferous and deciduous trees),2238558665-181764.jpg,1551,544,17
